UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Governo_Base_Aliada,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Transferencia_percapita,Vl_Liberado
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,sim,nao,nao,0.0738676416422891,510000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0553833122478566,510000
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0244367450231804,509972.9
CE,FORTALEZA,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0596314318675113,509718.09
MT,CUIABA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.16344194655087,509176.58
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.0320153988423399,508160
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0315280484504181,508000
RO,PORTO VELHO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,sim,sim,nao,0.287014394266725,507500
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.207043012794054,507118.94
CE,FORTALEZA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PSB,sim,nao,nao,0.0592783484048368,506700
BA,SALVADOR,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0336462636573969,506179
BA,SALVADOR,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0332814007216816,506008.22
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PSB,sim,nao,nao,0.0572748782782248,504606.34
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.671976210261655,504595
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,0.0678948515816133,504528
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,sim,sim,nao,0.0333442641331487,504377.71
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,sim,sim,nao,0.663446228580917,503413.71
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PT,sim,sim,nao,0.674470607938369,503408
PE,OLINDA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSB,sim,nao,nao,0.0569662640903965,501887.37
AM,MANAUS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.144171727325143,501852.7
PR,CURITIBA,MINISTERIO DA CULTURA,2008,Juca Ferreira,PV,PMDB,sim,nao,nao,0.0473718596936461,501676
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,sim,nao,nao,0.283338347837693,501000
MT,CACERES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.157425239141413,500944.9
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.158352576668561,500512.59
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.798584125028527,500400
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.715858242604516,500100
PE,RECIFE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0542991817387102,500016.73
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2013,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.19325396779384,500000
AP,MACAPA,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.730672613367509,500000
RS,PORTO ALEGRE,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.0464226561874019,500000
MS,DOURADOS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.199593786725257,500000
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,sim,nao,nao,0.730672613367509,500000
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,sim,nao,nao,0.680275811024822,500000
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,sim,nao,nao,0.730672613367509,500000
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.054297364948879,500000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.0308045564867773,500000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.0305452093840504,500000
PE,RECIFE,MINISTERIO DO MEIO AMBIENTE,2011,Izabella Teixeira,sem_partido,PSB,sim,nao,nao,0.0564028326404997,500000
AC,RIO BRANCO,MINISTERIO DA CULTURA,2015,Juca Ferreira,PV,PT,sim,nao,nao,0.622267467981227,500000
RO,PORTO VELHO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,sim,sim,nao,0.282772802233226,500000
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0341591559791777,500000
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PT,sim,nao,nao,0.0239588662683649,500000
RR,BOA VISTA,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PP,sim,nao,nao,0.988796930774327,500000
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0305452093840504,500000
PE,OLINDA,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,sim,nao,nao,0.0538925105254768,500000
AM,MANAUS,MINISTERIO DA DEFESA,2010,Nelson Jobim,PMDB,PMDB,sim,sim,nao,0.143639485575292,500000
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,sim,nao,nao,0.149658837713548,500000
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,sim,sim,nao,0.0328862253677239,500000
BA,SALVADOR,"MINISTERIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTAO",2008,Paulo Bernardo,PT,PT,sim,sim,nao,0.0344766360456678,500000
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,Sérgio Machado Rezende,PSB,PSB,sim,sim,nao,0.0584945218125487,500000
RJ,RIO DE JANEIRO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,Sérgio Machado Rezende,PSB,PMDB,sim,nao,nao,0.0312296441275871,500000
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2014,Tereza Campello,PT,PMDB,sim,nao,nao,0.0303745061181241,500000
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Wagner Rossi,PMDB,PSB,sim,nao,nao,0.159224867867243,500000
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,nao,nao,sim,0.0113545259049421,500000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,nao,nao,sim,0.0121205774437023,500000
PA,BELEM,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PT,sim,nao,nao,0.0672853928532018,499999.1
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.0672844037561465,499991.75
PB,JOAO PESSOA,MINISTERIO DA INTEGRACAO NACIONAL,2014,Francisco Teixeira,sem_partido,PSB,sim,nao,nao,0.126765737337676,499949.49
AM,MANAUS,MINISTERIO DO TRABALHO E EMPREGO,2010,Carlos Lupi,PDT,PMDB,sim,nao,nao,0.143540661609216,499656
PE,OLINDA,MINISTERIO DO TURISMO,2014,Vinicius Lages,sem_partido,PSB,sim,nao,nao,0.0537776461842432,498934.32
DF,BRASILIA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.188242392389444,498566
SP,SAO PAULO,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.0112054670815824,497483.34
AM,MANAUS,MINISTERIO DE MINAS E ENERGIA,2009,Edison Lobão,PMDB,PMDB,sim,sim,nao,0.146595610439065,497453
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,sim,sim,nao,0.148895577641209,497450
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,sim,nao,nao,0.0719379407526475,496676.88
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0329630074493472,495900
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0738209443287877,495657
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.0835259774226752,495000
AM,MANAUS,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PMDB,sim,nao,nao,0.145872730021403,495000
DF,BRASILIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2014,Miguel Rossetto,PT,PT,sim,sim,nao,0.17338832382312,494568
PE,OLINDA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.055374476488037,494551
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,sim,sim,nao,0.651362360402011,494244.64
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,sim,sim,nao,0.661757132808575,493918.98
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,sim,nao,nao,0.0573573626787342,493617.75
PI,TERESINA,MINISTERIO DAS CIDADES,2012,Aguinaldo Ribeiro,PP,PSB,sim,nao,nao,0.156007375469351,493100
AM,MANAUS,MINISTERIO DO MEIO AMBIENTE,2010,Izabella Teixeira,sem_partido,PMDB,sim,nao,nao,0.141541823365375,492698.17
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PMDB,sim,sim,nao,0.147309193961445,492150
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSDB,nao,nao,sim,0.0110853222070468,492149.33
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0347978919133144,490557.47
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PDT,sim,nao,nao,0.0746154723142654,490200
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,sim,nao,nao,0.185008147909861,490000
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.23166215588192,489008
BA,SALVADOR,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0346875015295446,489001.26
MT,CACERES,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,sim,nao,nao,0.151540291599224,488620
TO,PALMAS,MINISTERIO DO ESPORTE,2008,Orlando Silva,PCdoB,PMDB,sim,nao,nao,0.381098453817974,488000
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0555865780509276,487971
PI,TERESINA,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.154235642955402,487500
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.0302557551566513,487500
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PDT,sim,nao,nao,0.149288651061435,487500
MA,SAO LUIS,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PDT,sim,nao,nao,0.0742044935805883,487500
MA,SAO LUIS,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PDT,sim,nao,nao,0.0742044935805883,487500
MA,SAO LUIS,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PDT,sim,nao,nao,0.0742044935805883,487500
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PMDB,sim,sim,nao,0.0733560900225937,487500
BA,ILHEUS,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PT,sim,nao,nao,0.0333051770796982,487500
PE,RECIFE,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.0549062928978794,486733.47
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0564963371506291,486207.76
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PDT,sim,nao,nao,0.0737836209144338,484735
MA,SAO LUIS,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PMDB,sim,nao,nao,0.0712067363515393,483800
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2008,Orlando Silva,PCdoB,PMDB,sim,nao,nao,0.207100166177381,483798
RN,NATAL,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.152682504175172,483718.48
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0566493522083906,483222.26
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.377349944436158,483200
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSB,sim,nao,nao,0.125496490826871,481826.96
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,sim,nao,nao,0.181825324368367,481570.19
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0521471892969034,480200
MT,CUIABA,MINISTERIO DAS CIDADES,2011,Mário Negromonte,PP,PMDB,sim,nao,nao,0.156108294195253,480167.57
PA,BELEM,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.0632571251903315,480000
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0449128679133095,479950
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.0341735223620526,479161.72
BA,ILHEUS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0318345944336987,478924
AM,MANAUS,MINISTERIO DO MEIO AMBIENTE,2010,Izabella Teixeira,sem_partido,PMDB,sim,nao,nao,0.137434259798439,478400
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,sim,sim,nao,0.690852225045288,477470.08
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.151059692199441,477461.62
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,sim,nao,nao,0.121039873120033,477367.34
TO,PALMAS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.345032111679978,477335.71
BA,SALVADOR,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PT,sim,sim,nao,0.0325514839967087,476467.92
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PSB,sim,nao,nao,0.0553496262202962,476339.16
PR,LONDRINA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0445737423063495,476326.02
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.029319284607302,475892.01
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.121346170991827,475000
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,sim,nao,nao,0.0801369488551035,474915.6
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,sim,sim,nao,0.624801959972904,474090.98
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0514516378800137,473794.98
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,sim,sim,nao,0.624265879971428,473684.21
RN,NATAL,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,sim,nao,nao,0.150971732321586,473680
RN,NATAL,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.149452813376206,473486.39
RS,PORTO ALEGRE,MINISTERIO DO ESPORTE,2015,George Hilton,PRB,PMDB,sim,nao,nao,0.0419631201073402,472000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PT,sim,sim,nao,0.0311968270512471,471894.78
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.0335878453784178,470949.69
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.120298251005704,470898
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.199147184195877,470086.53
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0550992806848441,470000.06
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.14869897884931,470000
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2015,Nilma Lino Gomes,sem_partido,PT,sim,nao,nao,0.146680478447754,469968.36
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0510179127006966,469801
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,sim,nao,nao,0.068021252444693,469635.12
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2013,Fernando Bezerra Coelho,PSB,PSB,sim,sim,nao,0.147470873063779,469571.74
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,sim,nao,nao,0.67185769579818,469361.13
MT,CUIABA,MINISTERIO DA CULTURA,2015,Juca Ferreira,PV,PDT,sim,nao,nao,0.143556579326936,468782
BA,SALVADOR,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.0330150787906972,468000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,nao,nao,sim,0.011340315270764,467812.5
RR,BOA VISTA,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PP,sim,nao,nao,0.922086045108916,466266.64
PA,BELEM,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,sim,sim,nao,0.0613528221507475,465550
MS,CAMPO GRANDE,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PMDB,sim,nao,nao,0.187760746299501,465178
BA,SALVADOR,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,sim,sim,nao,0.0309013405022834,464884
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0504796618360111,464844.49
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0414419242359917,464451
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.0104555576968663,464190
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0528024135121687,463530
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0285313878407638,463103.37
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.631829179590962,463000
PE,OLINDA,MINISTERIO DO TURISMO,2015,Henrique Eduardo Alves,PMDB,PSB,sim,nao,nao,0.0495028823971477,462613
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0520603853238476,461505.06
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.165287098070408,461111.5
SP,MARILIA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0109990866852824,460875.14
PR,LONDRINA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0440955549929542,460340
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,sim,sim,nao,0.135645725531176,460296
BA,SALVADOR,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.030255327338306,460000
PE,RECIFE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,sim,nao,nao,0.0495466917705167,459680.68
AC,RIO BRANCO,MINISTERIO DA CULTURA,2015,Juca Ferreira,PV,PT,sim,nao,nao,0.571953720723871,459572.25
AP,MACAPA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.624737794491399,459179.78
PE,RECIFE,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.0521903922132161,459068.36
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PT,sim,sim,nao,0.0604222834820623,458489
MT,CUIABA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,sim,nao,nao,0.147024269613294,458030
ES,VITORIA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2012,Brizola Neto,PDT,PSB,sim,nao,nao,0.127918230709486,457700
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0687762759633536,457064.09
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.654163601020323,457000
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PMDB,sim,nao,nao,0.193404222329356,456530.28
PI,TERESINA,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PT,sim,sim,nao,0.144852789457369,455609.1
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,nao,nao,sim,0.010331705442524,454959.79
DF,BRASILIA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.174168583335536,454579.48
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0104078518916951,454445
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,sim,nao,nao,0.0512371792131196,454207.5
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0527538619835801,454000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0514582096138864,453360
MT,CUIABA,MINISTERIO DO TRABALHO E EMPREGO,2012,Brizola Neto,PDT,PMDB,sim,nao,nao,0.145409676516434,453000
AM,MANAUS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.130022462342754,452600
AC,RIO BRANCO,MINISTERIO DA INTEGRACAO NACIONAL,2013,Francisco Teixeira,sem_partido,PT,sim,nao,nao,0.582652618347558,452408.2
PI,TERESINA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,sim,nao,nao,0.143788421358679,451526.27
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,sim,nao,nao,0.0490116239798883,451325.99
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PT,sim,sim,nao,0.594419928675542,451037.52
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,sim,nao,nao,0.115179453104303,450860.87
MA,SAO LUIS,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PDT,sim,nao,nao,0.0708014432858217,450802.56
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,sim,nao,nao,0.0489531934995195,450787.93
RN,NATAL,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.14351812454403,450294
